ENSEMBL	ENTREZID	SYMBOL	GENENAME	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000020496	108660	Rnf187	ring finger protein 187	3902.96278175418	0.13843373580027	0.105073667521574	1.31770989428305	0.187600781110101	0.310680693478996
ENSMUSG00000025474	74237	Tubgcp2	tubulin, gamma complex associated protein 2	1009.41254982172	0.0940959119910938	0.0714278296318461	1.31730730915435	0.187735636196643	0.310878948494998
ENSMUSG00000017221	22123	Psmd3	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3	5549.70655273095	0.115765622494432	0.0878940124191994	1.31720903906206	0.187768564870717	0.310908401123029
ENSMUSG00000021072	72736	Tmx1	thioredoxin-related transmembrane protein 1	2113.54566143437	0.142472680098402	0.108220515823672	1.31654003904863	0.187992848951347	0.311254670967588
ENSMUSG00000028140	78523	Mrpl9	mitochondrial ribosomal protein L9	2851.2397616945	-0.0902020566558472	0.0685125004246492	-1.31644319533389	0.188025332444244	0.311283351535656
ENSMUSG00000021143	217893	Pacs2	phosphofurin acidic cluster sorting protein 2	1603.07316830477	-0.0849880441259097	0.0645632317503953	-1.31621284525992	0.188102613521771	0.311361081975896
ENSMUSG00000040121	66532	Rep15	RAB15 effector protein	35.5343061399372	0.344031887960847	0.261528352478745	1.31579330084432	0.188243428385777	0.311569050513242
ENSMUSG00000024754	83921	Cemip2	cell migration inducing hyaluronidase 2	882.685708280221	0.15877669312121	0.120723201970844	1.31528033357199	0.18841570512678	0.311819295182078
ENSMUSG00000017754	18830	Pltp	phospholipid transfer protein	2845.16892905318	0.113989041615204	0.0867791416943497	1.31357831898716	0.18898814882486	0.31270083581852
ENSMUSG00000098588	102465173	Mir6340	microRNA 6340	143.79730763082	-0.221967348761329	0.169120939904039	-1.31265501494857	0.189299222432723	0.31319030096605
ENSMUSG00000074452	330921	Pate2	prostate and testis expressed 2	16.7842969702441	0.396296398775672	0.30601353992049	1.31258487723727	0.189322868189933	0.313204184165313
ENSMUSG00000027579	20811	Srms	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites	4.9179036767965	0.437882122520054	0.341281683296869	1.31251025406176	0.189348028536699	0.313220570570053
ENSMUSG00000011114	21376	Tbrg1	transforming growth factor beta regulated gene 1	4146.90671066575	-0.0786733416545914	0.059970979799072	-1.31200944282808	0.189516948489556	0.313399000192297
ENSMUSG00000048478	320869	Spata33	spermatogenesis associated 33	78.4550467024117	0.248055199305844	0.190134440546595	1.3115209112036	0.189681833598515	0.313646404722937
ENSMUSG00000071078	75692	Nr2c2ap	nuclear receptor 2C2-associated protein	764.879335531212	-0.134826453496665	0.102817991455425	-1.3112036555573	0.189788967667929	0.313798283472211
ENSMUSG00000054648	66869	Zfp869	zinc finger protein 869	518.982176025643	0.154558757554164	0.11790850567838	1.31096132800586	0.189870829293458	0.313908355507954
ENSMUSG00000079550	227157	Mpp4	membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)	66.4113443320016	-0.270681241942357	0.206348826281875	-1.31086511782168	0.189903337648203	0.313911547266155
ENSMUSG00000053799	107371	Exoc6	exocyst complex component 6	425.384468407891	-0.14544667199367	0.110971286860795	-1.31074875732764	0.189942660047507	0.313951271622558
ENSMUSG00000027505	76426	Fam209	family with sequence similarity 209	13.5660772636324	-0.423126090425953	0.323909548197135	-1.31005520232192	0.190177161677806	0.314313570278412
ENSMUSG00000026894	75495	Morn5	MORN repeat containing 5	9.75911989386553	0.427156432165939	0.33550115721295	1.30979470456608	0.190265295045033	0.314418447325557
ENSMUSG00000028187	70285	Rpf1	ribosome production factor 1 homolog	756.612586525754	-0.102965870834784	0.0786203113582264	-1.30977712053674	0.190271245276644	0.314418447325557
ENSMUSG00000026809	69987	Spaca9	sperm acrosome associated 9	3.06437787826617	-0.465540019887373	0.331584835582603	-1.30931558170135	0.190427473675477	0.314524727657058
ENSMUSG00000029055	269615	Plch2	phospholipase C, eta 2	18.425546800364	0.38735112071287	0.290739024487242	1.30943175089291	0.190388142140056	0.314524727657058
ENSMUSG00000051166	319670	Eml5	echinoderm microtubule associated protein like 5	524.418276356693	-0.154488589814627	0.118001554461828	-1.30933862717793	0.19041967066654	0.314524727657058
ENSMUSG00000113204	108168101	Gm46430	predicted gene, 46430	270.066054327878	0.183703467163511	0.140150383616267	1.30921659002877	0.190460994120005	0.31454538855473
ENSMUSG00000031511	54126	Arhgef7	Rho guanine nucleotide exchange factor (GEF7)	1881.8042769719	0.074922979360442	0.0572368927600258	1.30914271335678	0.190486012983384	0.314545505756381
ENSMUSG00000015757	67418	Ppil4	peptidylprolyl isomerase (cyclophilin)-like 4	1323.34502501002	-0.12592348444041	0.0962027597409744	-1.30887244657243	0.190577561382879	0.314646067088555
ENSMUSG00000040940	16801	Arhgef1	Rho guanine nucleotide exchange factor (GEF) 1	3967.31497352806	0.11348726274107	0.0867750334317742	1.3079490795278	0.190890581083704	0.31506152820021
ENSMUSG00000080731	666682	Rps2-ps9	ribosomal protein S2, pseudogene 9	3.00217751234707	-0.45096462489355	0.321166231361639	-1.30778144291582	0.190947450146999	0.315130057585258
ENSMUSG00000036617	208618	Etl4	enhancer trap locus 4	43.5648714916249	-0.318692115786943	0.244192953314389	-1.30767109404511	0.190984891715707	0.31516651637252
ENSMUSG00000089296	115488985	Gm23205	predicted gene, 23205	5.67527616157541	0.3368414922513	0.344846524144584	1.30746353959289	0.191055329950967	0.315257416583882
ENSMUSG00000035621	59090	Midn	midnolin	3478.5828047485	0.113621304780327	0.0869339865323624	1.3068532570258	0.191262553714747	0.315497931459081
ENSMUSG00000030589	233046	Rasgrp4	RAS guanyl releasing protein 4	305.481393255449	0.186857932305674	0.143164479144472	1.30651114728729	0.191378790692693	0.315664309969663
ENSMUSG00000087687	100503890	Pet100	PET100 homolog	386.177371544597	-0.165126441694096	0.126383919464547	-1.30625866001247	0.191464610406235	0.315780494888009
ENSMUSG00000031994	30806	Adamts8	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 8	9.58113027358824	0.458857337749664	0.333368845248914	1.30610832482358	0.191515722359239	0.315839422608827
ENSMUSG00000027784	242083	Ppm1l	protein phosphatase 1 (formerly 2C)-like	388.150563735815	0.178790324511663	0.137177835798391	1.30596134698604	0.19156570256099	0.315871105443482
ENSMUSG00000034471	140721	Caskin2	CASK-interacting protein 2	807.918338417181	-0.131329220106742	0.100517085597437	-1.30599514348686	0.19155420912223	0.315871105443482
ENSMUSG00000060131	241633	Atp8b4	ATPase, class I, type 8B, member 4	231.021602527231	0.174159639673252	0.133058938207642	1.3054392864085	0.191743308208116	0.316138569351083
ENSMUSG00000020843	56322	Timm22	translocase of inner mitochondrial membrane 22	885.155699296738	-0.108742867751279	0.083291770094806	-1.30533927151655	0.191777347215982	0.316169302476196
ENSMUSG00000063146	269713	Clip2	CAP-GLY domain containing linker protein 2	2273.51227420891	0.112395743232687	0.0860966561502721	1.30512768668533	0.191849372515719	0.316237260476297
ENSMUSG00000096401	101056094	Gm21811	predicted gene, 21811	49.7791530189894	0.307441291905031	0.234913856364562	1.30502518447146	0.191884272305069	0.316269397043243
ENSMUSG00000022759	74685	Lrrc74b	leucine rich repeat containing 74B	5.48906809525513	0.380967558580198	0.34196532739	1.30464987681822	0.192012096297565	0.316403881314736
ENSMUSG00000039824	216459	Myl6b	myosin, light polypeptide 6B	281.097911176309	0.182733659183323	0.140393582281374	1.30466599651225	0.192006604892046	0.316403881314736
ENSMUSG00000028747	15565	Htr6	5-hydroxytryptamine (serotonin) receptor 6	7.11704400933206	-0.491621653913454	0.343824789895754	-1.30454937294197	0.19204633699272	0.316434908204359
ENSMUSG00000052912	545700	Smarca5-ps	SWI/SNF related, matrix associated, actin depenent ragulator of chromatin, subfamily a, member 5, pseudogene	3.39177435265152	-0.474340132653925	0.327780480720447	-1.30448444511215	0.192068459661225	0.316445964834238
ENSMUSG00000036845	75660	Lin37	lin-37 homolog (C. elegans)	335.914816756066	-0.158788245441715	0.121768875731938	-1.304294491859	0.192133192634922	0.316527217458093
ENSMUSG00000107455	115490363	Gm43868	predicted gene, 43868	3.74161599359014	0.466548913452267	0.322643689697855	1.30344524295085	0.192422799010158	0.316978891950944
ENSMUSG00000085260	100504121	Med9os	mediator complex subunit 9, opposite strand	8.88791889444354	0.406092469163739	0.342612562270941	1.30329941784305	0.192472559781224	0.317009994980595
ENSMUSG00000041498	381293	Kif14	kinesin family member 14	68.416837947135	0.263933103642037	0.201157000780949	1.30324999697436	0.192489426104769	0.317012344331684
ENSMUSG00000028998	66169	Tomm7	translocase of outer mitochondrial membrane 7	1233.71523447965	-0.149529037714334	0.114776042388489	-1.30279488714972	0.192644796773587	0.317217336382652
ENSMUSG00000031505	69225	Naxd	NAD(P)HX dehydratase	2312.89687424523	-0.100396632931134	0.0770974089451291	-1.30217919525678	0.192855135471083	0.317538223054714
ENSMUSG00000075304	64406	Sp5	trans-acting transcription factor 5	3.71815290142757	-0.492806102723409	0.342213758574593	-1.3020146934803	0.192911362736628	0.317605332347723
ENSMUSG00000020262	110532	Adarb1	adenosine deaminase, RNA-specific, B1	736.814697576466	0.150195264216441	0.115410565236234	1.30188230938954	0.192956620814628	0.317654372880528
ENSMUSG00000047539	67948	Fbxo28	F-box protein 28	1851.73117184254	0.0825777510642701	0.0634710114459138	1.3014407339258	0.19310763839038	0.317852014705089
ENSMUSG00000030539	20352	Sema4b	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B	1237.73576713725	-0.106457205811846	0.0818733386518572	-1.30035065156547	0.193480815231523	0.318389684886883
ENSMUSG00000037493	56506	Cib2	calcium and integrin binding family member 2	2311.80299749444	-0.133369426816829	0.102560922536984	-1.30027375916757	0.193507158420179	0.318407515361687
ENSMUSG00000027655	71715	Dhx35	DEAH (Asp-Glu-Ala-His) box polypeptide 35	551.513236397102	0.12231846623039	0.0940608378655082	1.30021466292575	0.193527406469833	0.318415314499449
ENSMUSG00000015671	19166	Psma2	proteasome subunit alpha 2	3481.71706641874	0.100778962906948	0.0775378190396701	1.29990082250763	0.193634963177016	0.31856675191911
ENSMUSG00000031782	67914	Coq9	coenzyme Q9	3560.99428883176	-0.105424815006494	0.0811159458660085	-1.29945769564618	0.193786902562677	0.31879117726279
ENSMUSG00000032077	215051	Bud13	BUD13 homolog	340.925154351571	0.136815664058492	0.105315443093759	1.29910634481868	0.193907435975539	0.318906221940886
ENSMUSG00000094845	100503361	Tmem95	transmembrane protein 95	7.70816761358496	0.454758253585046	0.345673316589112	1.29915398825517	0.193891088329254	0.318906221940886
ENSMUSG00000018651	217031	Tada2a	transcriptional adaptor 2A	472.109055241795	-0.11522692696454	0.0886989290149334	-1.29895101841652	0.193960739348589	0.318923832810541
ENSMUSG00000098116	636859	Gm7191	glyceraldehyde-3-phosphate dehydrogenase pseudogene	10.8319756269694	-0.431178570416488	0.334980160662018	-1.29855714788429	0.194095952147341	0.319120602937957
ENSMUSG00000081034	546363	Gm5944	glyceraldehyde-3-phosphate dehydrogenase pseudogene	9.2424884236705	-0.443873778381933	0.339711476171979	-1.29823166580684	0.194207739902595	0.319249803336423
ENSMUSG00000044595	213236	Dnd1	DND microRNA-mediated repression inhibitor 1	71.0166406716589	-0.25349829621891	0.195303558635243	-1.29739352432355	0.194495819500087	0.319624473025114
ENSMUSG00000033624	319518	Pdpr	pyruvate dehydrogenase phosphatase regulatory subunit	2450.25905349097	0.185146088917068	0.142770846660637	1.29726513432518	0.194539976411001	0.31964587033216
ENSMUSG00000098141	629057	Gm6944	glyceraldehyde-3-phosphate dehydrogenase pseudogene	12.8635482026384	-0.408232151677926	0.313516250462653	-1.29685842513088	0.194679903632581	0.319824594445843
ENSMUSG00000034297	327987	Med13	mediator complex subunit 13	4012.96146317357	-0.158306316761816	0.122080150659768	-1.29670580795238	0.194732430216598	0.319885291399888
ENSMUSG00000026349	72949	Ccnt2	cyclin T2	2046.75052792944	-0.112574798871215	0.0868399062419262	-1.2963920937114	0.194840434573738	0.320011503293176
ENSMUSG00000064254	66071	Ethe1	ethylmalonic encephalopathy 1	275.225214251796	-0.207077786329435	0.159819056447386	-1.29576279073074	0.195057221099576	0.320341934379819
ENSMUSG00000028295	66291	Smim8	small integral membrane protein 8	367.646088262437	-0.153183341095428	0.118198660851811	-1.29543578801527	0.19516993901411	0.320428292728764
ENSMUSG00000030344	11642	Akap3	A kinase (PRKA) anchor protein 3	7.81966695410807	0.450214876765309	0.34409986683501	1.29543386392381	0.195170602390222	0.320428292728764
ENSMUSG00000040310	11695	Alx4	aristaless-like homeobox 4	47.2260588050373	-0.285550637034071	0.220253879065142	-1.29543493913173	0.195170231686618	0.320428292728764
ENSMUSG00000050619	99334	Zscan29	zinc finger SCAN domains 29	940.953526345475	-0.111198701230695	0.0858622722385257	-1.29532956177479	0.195206565501367	0.320459039167991
ENSMUSG00000070953	227746	Rabepk	Rab9 effector protein with kelch motifs	622.159516043219	-0.103852379032674	0.0801694754733494	-1.29462442639809	0.195449821835871	0.320730158402661
ENSMUSG00000080683	115486842	Gm23991	predicted gene, 23991	15.2398774945133	-0.402152288498309	0.31153002375202	-1.29474445149015	0.195408400107998	0.320730158402661
ENSMUSG00000096935	76642	1700113A16Rik	RIKEN cDNA 1700113A16 gene	278.650318635517	-0.141071822610137	0.108996237440924	-1.2944427280114	0.195512539814899	0.320807437663191
ENSMUSG00000018341	16162	Il12rb2	interleukin 12 receptor, beta 2	16.1340020552351	-0.426904280517663	0.327647778874285	-1.29424301004132	0.19558149474739	0.320818492393297
ENSMUSG00000029004	69188	Kmt2e	lysine (K)-specific methyltransferase 2E	4521.20222041279	0.135476223324405	0.104678931930585	1.29424218926937	0.195581778165152	0.320818492393297
ENSMUSG00000033985	230661	Tesk2	testis-specific kinase 2	471.276294312489	0.117014032282552	0.090508814610277	1.29426603951514	0.195573542646748	0.320818492393297
ENSMUSG00000061118	66114	Dnajc30	DnaJ heat shock protein family (Hsp40) member C30	578.4663591923	0.173968243269061	0.134624873197615	1.29381254925262	0.195730176917605	0.321013895189341
ENSMUSG00000064080	14115	Fbln2	fibulin 2	32485.19514766	-0.0951939927964698	0.0735757590800349	-1.29380677500097	0.195732171920678	0.321013895189341
ENSMUSG00000077222	115490266	Gm22270	predicted gene, 22270	26.7079230986484	0.358112778668812	0.276598570391124	1.29357844154116	0.195811073044392	0.321117647903151
ENSMUSG00000001517	14235	Foxm1	forkhead box M1	194.270791073355	0.170487987077358	0.131386122434714	1.29344003471312	0.195858911171071	0.321133684223119
ENSMUSG00000061544	381067	Zfp229	zinc finger protein 229	325.737126569986	0.171480482826876	0.1326964520169	1.29342864777306	0.195862847267741	0.321133684223119
ENSMUSG00000022103	14586	Gfra2	glial cell line derived neurotrophic factor family receptor alpha 2	702.797756271378	0.157000542677823	0.121174919440043	1.29306081272932	0.195990027123533	0.321308466695974
ENSMUSG00000092680	100216533	Snord55	small nucleolar RNA, C/D box 55	10.0921006129801	-0.452227990648595	0.338176683804483	-1.29288011493047	0.196052525985899	0.321359609096477
ENSMUSG00000109255	664922	Gm7407	cell division cycle 42 homolog pseudogene	3.30289064577006	0.449274149298616	0.337558081914219	1.29276923959997	0.19609088222665	0.321396822373878
ENSMUSG00000024217	20630	Snrpc	U1 small nuclear ribonucleoprotein C	413.404057121964	-0.160122662449543	0.12389065771882	-1.2926108390032	0.196145688908939	0.321460990156317
ENSMUSG00000039936	18707	Pik3cd	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	187.568434417672	0.173827963803729	0.134175140668315	1.29237318639288	0.196227937876275	0.321570118962062
ENSMUSG00000026893	227960	Gca	grancalcin	422.702682010508	-0.143250096101525	0.110793112886905	-1.29232548629818	0.196244449401356	0.321571511181855
ENSMUSG00000036632	66248	Alg5	asparagine-linked glycosylation 5 (dolichyl-phosphate beta-glucosyltransferase)	1208.80677934157	-0.110568114925828	0.0855654618408889	-1.29215300700052	0.196304162101389	0.321618022364006
ENSMUSG00000016349	13628	Eef1a2	eukaryotic translation elongation factor 1 alpha 2	6.93188484215671	-0.476868706563608	0.346688090706816	-1.29132372790444	0.196591446145185	0.321985926312456
ENSMUSG00000035237	16816	Lcat	lecithin cholesterol acyltransferase	52.3511760296215	-0.256477521718034	0.198707727422644	-1.29132792268305	0.19658999218933	0.321985926312456
ENSMUSG00000025324	11982	Atp10a	ATPase, class V, type 10A	695.746717188777	0.313463580424507	0.243370676062718	1.29125111557236	0.196616615616783	0.322001463814611
ENSMUSG00000004980	53379	Hnrnpa2b1	heterogeneous nuclear ribonucleoprotein A2/B1	18290.2544784884	0.106471348321133	0.0824662129650653	1.29112326509616	0.196660937914902	0.322022679421705
ENSMUSG00000020135	23805	Apc2	APC regulator of WNT signaling pathway 2	44.5153060349823	-0.331108165472639	0.254932007406505	-1.29115534518642	0.196649815928662	0.322022679421705
ENSMUSG00000032446	13813	Eomes	eomesodermin	30.0238414141686	0.349631370246159	0.274517057424262	1.29107059452938	0.196679199502233	0.322026899854852
ENSMUSG00000002221	55982	Paxip1	PAX interacting (with transcription-activation domain) protein 1	995.832045183413	-0.0868452828849266	0.0672772108122536	-1.2909843554651	0.196709102416232	0.32205017867874
ENSMUSG00000097662	328489	Gm2093	predicted gene 2093	4.75880707132163	0.411340514153333	0.341842781547336	1.29073338926713	0.196796142486946	0.322166990714557
ENSMUSG00000021993	70478	Mipep	mitochondrial intermediate peptidase	912.71208632444	0.105941486339966	0.0821811628939626	1.29056722808687	0.196853786005977	0.322219289266821
ENSMUSG00000032932	110920	Hspa13	heat shock protein 70 family, member 13	2030.94805013542	-0.121371093943349	0.0940578232225339	-1.29053398825918	0.196865318827291	0.322219289266821
ENSMUSG00000040699	67803	Limd2	LIM domain containing 2	812.717956213603	0.125050780932996	0.0969523597470956	1.29050559732273	0.196875169679148	0.322219289266821
ENSMUSG00000044724	269053	Gpr152	G protein-coupled receptor 152	28.6306750048373	0.327080254718421	0.254277400053697	1.2902375259161	0.196968200668224	0.322320163873434
ENSMUSG00000045854	108755	Lyrm2	LYR motif containing 2	316.564249297227	0.172259593638167	0.133683007668226	1.28978430187656	0.197125559876974	0.322551960104721
ENSMUSG00000046994	212679	Mars2	methionine-tRNA synthetase 2 (mitochondrial)	461.238342765516	-0.117123141034038	0.0906719196076586	-1.28951098734032	0.197220499050247	0.322681591082929
ENSMUSG00000078630	791260	Tomt	transmembrane O-methyltransferase	314.581038495164	0.157239490214711	0.122139612232489	1.28915514235614	0.197344156343233	0.322858184704323
ENSMUSG00000020385	12750	Clk4	CDC like kinase 4	2571.58605769622	-0.113730947863464	0.0882345382602568	-1.28904773584107	0.197381491604767	0.322893537218474
ENSMUSG00000018570	70419	2810408A11Rik	RIKEN cDNA 2810408A11 gene	53.4445838807818	0.255392920932758	0.196915248728614	1.2889129247863	0.197428360193706	0.322906781711594
ENSMUSG00000023953	80905	Polh	polymerase (DNA directed), eta (RAD 30 related)	570.633800953743	0.110364017702005	0.0856707232927562	1.28896062347181	0.197411776274827	0.322906781711594
ENSMUSG00000032089	16154	Il10ra	interleukin 10 receptor, alpha	179.109400948778	0.188840826844052	0.146845348455185	1.28888874097923	0.197436768829503	0.322906781711594
ENSMUSG00000032083	11806	Apoa1	apolipoprotein A-I	7.40991497693434	-0.462505116344919	0.347752278711437	-1.28874492227628	0.197486779567097	0.322937126319819
ENSMUSG00000111738	100416945	Gm18329	high mobility group box 3 pseudogene	6.64532839802904	0.453113577917548	0.346093143096387	1.28876745429836	0.197478943791268	0.322937126319819
ENSMUSG00000098232	100042107	Gm3671	glyceraldehyde-3-phosphate dehydrogenase pseudogene	27.4356550572603	-0.35296487619511	0.273082560113622	-1.28827249106342	0.197651125485497	0.323128665376879
ENSMUSG00000096699	625929	Rps19-ps4	ribosomal protein S19, pseudogene 4	4.07096688609366	-0.424907339219824	0.33274372760125	-1.28814246900795	0.197696374164914	0.323151178596769
ENSMUSG00000033722	207792	BC034090	cDNA sequence BC034090	561.247310735522	-0.128797518822868	0.100054568028489	-1.28785250537037	0.197797311049216	0.323187521125458
ENSMUSG00000040594	66011	Ranbp17	RAN binding protein 17	138.559014698311	0.204752929799093	0.158867146759359	1.28792431691312	0.197772309804972	0.323187521125458
ENSMUSG00000101892	75758	9130401M01Rik	RIKEN cDNA 9130401M01 gene	990.632900259365	-0.132068645945432	0.102530005032819	-1.28789196187163	0.197783573951531	0.323187521125458
ENSMUSG00000062393	331374	Dgkk	diacylglycerol kinase kappa	7.43103818300247	-0.467465037797912	0.342864248427611	-1.28779251073479	0.197818200000921	0.32319593239587
ENSMUSG00000045106	211936	Ccdc73	coiled-coil domain containing 73	116.086125734534	0.19153028209483	0.148821491770746	1.28704692265675	0.198077933778123	0.323594536627341
ENSMUSG00000030145	72720	Zfp248	zinc finger protein 248	115.110494814507	-0.221363896183503	0.172015204835703	-1.28685390237141	0.19814521513984	0.323676198997303
ENSMUSG00000057133	71389	Chd6	chromodomain helicase DNA binding protein 6	1624.53182493036	0.125835715153848	0.0977914625775856	1.28681307164409	0.198159449707583	0.323676198997303
ENSMUSG00000032373	76459	Car12	carbonic anhydrase 12	106.62220884282	0.236388672653214	0.181315346138141	1.28674114958315	0.198184525276621	0.323691406648602
ENSMUSG00000049687	338368	Pheta2	PH domain containing endocytic trafficking adaptor 2	91.6879282818243	-0.247145298865328	0.192057895747192	-1.28628855312764	0.198342375925122	0.323897690487124
ENSMUSG00000068732	67495	Tmem167b	transmembrane protein 167B	2574.84247453321	-0.0829826183615036	0.0645281252770312	-1.28607031716383	0.19841852224563	0.323962492633226
ENSMUSG00000072692	100502825	Rpl37rt	ribosomal protein L37, retrotransposed	37.402823214735	-0.362918767952386	0.280946910861247	-1.28599981341106	0.198443126798261	0.323962492633226
ENSMUSG00000082969	100384871	Gm12630	ribosomal protein L7A pseudogene	3.28224745336651	-0.498100403277244	0.338758263661442	-1.28564368871383	0.19856744206413	0.324136326956648
ENSMUSG00000002984	53333	Tomm40	translocase of outer mitochondrial membrane 40	3469.25776671096	-0.137611814576325	0.107048802806543	-1.28548505902572	0.198622834511125	0.324200972905829
ENSMUSG00000100147	67330	1700047M11Rik	RIKEN cDNA 1700047M11 gene	23.6933358200864	-0.371465480051495	0.289008329855551	-1.28513143205078	0.198746359394696	0.324351025442485
ENSMUSG00000098142	665129	Gm7507	glyceraldehyde-3-phosphate dehydrogenase pseudogene	22.9637320781347	-0.383268056402311	0.297749646010784	-1.2848885190336	0.198831243491214	0.32446376501046
ENSMUSG00000038797	22691	Zscan2	zinc finger and SCAN domain containing 2	98.101407466694	-0.208086952355086	0.162147468703223	-1.28463894379771	0.198918483247057	0.32458033044811
ENSMUSG00000100652	665434	Gm7634	predicted gene 7634	8.18727690190573	-0.455010094410422	0.339744391521548	-1.2844109289533	0.198998210958845	0.324684620741179
ENSMUSG00000004356	70683	Utp20	UTP20 small subunit processome component	2569.442636556	-0.102507859989917	0.0798744799944001	-1.28340632192067	0.199349760177863	0.32521666857875
ENSMUSG00000053550	232813	Shisa7	shisa family member 7	4.36914591162115	0.381081563065835	0.343411920918084	1.28333631384097	0.199374275500539	0.325220674074606
ENSMUSG00000033589	72549	Reep4	receptor accessory protein 4	1191.919385673	0.116718241769517	0.0909225024575891	1.28277726488124	0.199570121443959	0.325494419742758
ENSMUSG00000058558	100503670	Rpl5	ribosomal protein L5	664.89078152757	0.146930063738543	0.114723588011416	1.28067460188199	0.200307984315831	0.326562135459159
ENSMUSG00000037339	74504	Fam53a	family with sequence similarity 53, member A	989.784256006594	-0.099926767537549	0.0780272063176131	-1.28017897232604	0.200482199471122	0.326820207982619
ENSMUSG00000015750	226548	Aph1a	aph1 homolog A, gamma secretase subunit	328.704064963724	-0.148677901547751	0.116149227221965	-1.27978300284721	0.200621463291403	0.327021267410216
ENSMUSG00000030983	66165	Bccip	BRCA2 and CDKN1A interacting protein	1581.42603635633	-0.115485676082197	0.0902544095422259	-1.2794492573022	0.200738897563596	0.327160743354164
ENSMUSG00000000628	15277	Hk2	hexokinase 2	7903.2797493955	0.151384098054529	0.118378065458817	1.27891944692038	0.200925423728539	0.327410328355824
ENSMUSG00000040715	69994	Rsc1a1	regulatory solute carrier protein, family 1, member 1	1779.60249256362	-0.140401944247784	0.109785785818542	-1.27889506940328	0.200934009171041	0.327410328355824
ENSMUSG00000049811	73873	Fam161a	family with sequence similarity 161, member A	238.25040811219	0.166067303206185	0.129727240928739	1.27873790239575	0.200989367760301	0.327413019585409
ENSMUSG00000090369	66765	4933411K16Rik	RIKEN cDNA 4933411K16 gene	13.8017837853093	0.397038919663789	0.326865757268325	1.27882210023799	0.200959709555885	0.327413019585409
ENSMUSG00000065305	115489087	Gm23246	predicted gene, 23246	16.0035782207809	-0.389316314664831	0.305781394747902	-1.27846221601428	0.201086499045032	0.327541504446236
ENSMUSG00000072640	66274	Lyrm9	LYR motif containing 9	193.040667220188	0.164188091720562	0.128837088015273	1.27842348881559	0.201100146359305	0.327541504446236
ENSMUSG00000035754	216156	Wdr18	WD repeat domain 18	1634.170478985	0.106788735427254	0.0836140867759233	1.27787270051702	0.201294315162758	0.327805748645443
ENSMUSG00000017291	216965	Taok1	TAO kinase 1	5223.87484127282	-0.163062118306866	0.127634953491798	-1.27751203812536	0.201421533152931	0.327980484813598
ENSMUSG00000023959	224796	Clic5	chloride intracellular channel 5	21.2382742322667	0.408803214885666	0.31150426497309	1.27747794244396	0.201433562901786	0.327980484813598
ENSMUSG00000029012	26429	Orc5	origin recognition complex, subunit 5	961.90315272231	0.100178712747888	0.078452068958563	1.27710182755883	0.201566299747985	0.328170586505879
ENSMUSG00000070002	13716	Ell	elongation factor RNA polymerase II	2352.55913079302	-0.108021456049874	0.0845982605006532	-1.27692810185029	0.20162763180786	0.328244412962177
ENSMUSG00000004933	17179	Matk	megakaryocyte-associated tyrosine kinase	38.4509707003592	-0.317203493014619	0.247688758842751	-1.27687140712346	0.201647650238097	0.328250975556062
ENSMUSG00000027082	21788	Tfpi	tissue factor pathway inhibitor	2940.73928621051	0.111942456385959	0.0876883109500721	1.27658415002188	0.201749100574104	0.328383270126386
ENSMUSG00000098169	382876	Gm5205	glyceraldehyde-3-phosphate dehydrogenase pseudogene	6.31218218065715	-0.439761630745586	0.348140817646373	-1.27635607539607	0.201829675987316	0.328469158796098
ENSMUSG00000040007	228536	Bahd1	bromo adjacent homology domain containing 1	1152.61466922073	-0.10144585765252	0.0795073096656615	-1.27617303677328	0.201894357810609	0.328548383495873
ENSMUSG00000050721	102595	Plekho2	pleckstrin homology domain containing, family O member 2	2358.84848078785	-0.0864250974465138	0.0677496234759633	-1.27598674066838	0.201960206272935	0.328629493992385
ENSMUSG00000011658	70300	Fuz	fuzzy planar cell polarity protein	1108.23180941588	-0.115071528986651	0.0901708935487432	-1.27590890723189	0.20198772201657	0.32864822160585
ENSMUSG00000044627	72931	Swi5	SWI5 recombination repair homolog (yeast)	4481.03971334642	-0.0748641521000991	0.0586814764338408	-1.27564820166507	0.202079906780179	0.328750048621706
ENSMUSG00000023224	12258	Serping1	serine (or cysteine) peptidase inhibitor, clade G, member 1	14517.1049080972	0.0689126077137078	0.0540227228806399	1.27554588198969	0.20211609511143	0.328778930821413
ENSMUSG00000020124	14479	Usp15	ubiquitin specific peptidase 15	3276.1779284271	0.0993679517797301	0.0779298891046472	1.27514989241433	0.202256192865288	0.328980761460041
ENSMUSG00000036928	50878	Stag3	stromal antigen 3	56.2167223582044	-0.271639025149211	0.213263234307216	-1.27499702713366	0.202310294234751	0.329042693379904
ENSMUSG00000002996	73389	Hbp1	high mobility group box transcription factor 1	7313.57323453482	-0.0791412021835637	0.0621122395710172	-1.27421756448543	0.20258632202602	0.329465533769366
